concept_id,concept_name,vocabulary_id,concept_code
19012742,ibuprofen 200 MG Oral Tablet [Relcofen],RxNorm,151001
19012743,ibuprofen 400 MG Oral Tablet [Relcofen],RxNorm,151002
19012883,diclofenac sodium 100 MG Extended Release Oral Tablet [Rhumalgan CR],RxNorm,151118
19012884,diclofenac sodium 75 MG Extended Release Oral Tablet [Rhumalgan CR],RxNorm,151119
19013337,mefenamic acid 500 MG Oral Tablet [Contraflam],RxNorm,151225
19013466,diclofenac sodium 75 MG Extended Release Oral Tablet [Volsaid Retard],RxNorm,151290
19013467,diclofenac sodium 100 MG Extended Release Oral Tablet [Volsaid Retard],RxNorm,151291
19015993,aceclofenac 100 MG Oral Tablet [Preservex],RxNorm,152542
19029394,aceclofenac 100 MG Oral Tablet,RxNorm,152544
19015997,ibuprofen 200 MG Oral Tablet [Inoven],RxNorm,152582
1150346,meloxicam 15 MG Rectal Suppository,RxNorm,152694
1150347,meloxicam 15 MG Oral Tablet,RxNorm,152695
19016267,meloxicam 15 MG Rectal Suppository [Mobic],RxNorm,152696
1150348,meloxicam 7.5 MG Oral Tablet [Mobic],RxNorm,152697
1150349,meloxicam 15 MG Oral Tablet [Mobic],RxNorm,152698
19016344,diclofenac sodium 75 MG Extended Release Oral Tablet [Lofensaid Retard],RxNorm,152728
19016345,diclofenac sodium 100 MG Extended Release Oral Tablet [Lofensaid Retard],RxNorm,152729
19016485,ibuprofen 0.05 MG/MG Topical Gel [fenbid],RxNorm,152795
19016543,ketoprofen 200 MG Extended Release Oral Capsule [Ketotard],RxNorm,152875
19016761,ibuprofen 200 MG Oral Tablet [Advil],RxNorm,153008
19016770,tolfenamic acid 200 MG Oral Capsule,RxNorm,153033
19016791,tolfenamic acid 200 MG Oral Capsule [Clotam],RxNorm,153034
19016898,naproxen 250 MG Delayed Release Oral Tablet [Timpron 250 EC],RxNorm,153135
19016991,diclofenac sodium 75 MG Extended Release Oral Tablet [Diclotard],RxNorm,153227
19016992,diclofenac sodium 100 MG Extended Release Oral Tablet [Diclotard],RxNorm,153228
19016997,indomethacin 75 MG Extended Release Oral Capsule [Indotard MR],RxNorm,153240
19017029,piroxicam 0.005 MG/MG Topical Gel [Feldene P],RxNorm,153283
19017085,naproxen 500 MG Delayed Release Oral Tablet [Timpron 500 EC],RxNorm,153315
36029657,aspirin / carbidopa,RxNorm,1534422
19017368,tolfenamic acid 200 MG Oral Tablet,RxNorm,153522
19017369,tolfenamic acid 200 MG Oral Tablet [Clotam Rapid],RxNorm,153523
19017528,diclofenac sodium 75 MG Extended Release Oral Tablet [Flamatak MR],RxNorm,153621
44817912,aspirin / citric acid / sodium bicarbonate Effervescent Oral Tablet,RxNorm,1536466
44818286,aspirin 325 MG / citric acid 1000 MG / sodium bicarbonate 1700 MG Effervescent Oral Tablet,RxNorm,1536467
44817930,aspirin / dextromethorphan / phenylephrine Effervescent Oral Tablet,RxNorm,1536497
44818294,aspirin 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine bitartrate 7.8 MG Effervescent Oral Tablet,RxNorm,1536498
44817933,aspirin / dextromethorphan / doxylamine / phenylephrine Effervescent Oral Tablet,RxNorm,1536502
44818296,aspirin 500 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine bitartrate 7.8 MG Effervescent Oral Tablet,RxNorm,1536503
44818312,aspirin 325 MG / citric acid 1000 MG / sodium bicarbonate 1916 MG Effervescent Oral Tablet,RxNorm,1536675
44817951,aspirin 325 MG / citric acid 1000 MG / sodium bicarbonate 1916 MG [Alka-Seltzer],RxNorm,1536678
44817952,aspirin / citric acid / sodium bicarbonate Effervescent Oral Tablet [Alka-Seltzer],RxNorm,1536679
44818313,aspirin 325 MG / citric acid 1000 MG / sodium bicarbonate 1916 MG Effervescent Oral Tablet [Alka-Seltzer],RxNorm,1536680
44817956,aspirin / caffeine Effervescent Oral Tablet,RxNorm,1536814
44818316,aspirin 500 MG / caffeine 65 MG Effervescent Oral Tablet,RxNorm,1536815
44818319,aspirin 500 MG / citric acid 1000 MG / sodium bicarbonate 1985 MG Effervescent Oral Tablet,RxNorm,1536833
44817962,aspirin 500 MG / citric acid 1000 MG / sodium bicarbonate 1985 MG [Alka-Seltzer],RxNorm,1536834
44818320,aspirin 500 MG / citric acid 1000 MG / sodium bicarbonate 1985 MG Effervescent Oral Tablet [Alka-Seltzer],RxNorm,1536835
44817963,aspirin / chlorpheniramine / phenylephrine Effervescent Oral Tablet,RxNorm,1536839
44818322,aspirin 325 MG / chlorpheniramine maleate 2 MG / phenylephrine bitartrate 7.8 MG Effervescent Oral Tablet,RxNorm,1536840
44818350,aspirin 500 MG / chlorpheniramine maleate 2 MG / phenylephrine bitartrate 8 MG Effervescent Oral Tablet,RxNorm,1536993
44818009,aspirin 325 MG / citric acid 1000 MG / sodium bicarbonate 1916 MG [Bromo Seltzer Antacid Pain Reliever],RxNorm,1537010
44818010,aspirin / citric acid / sodium bicarbonate Effervescent Oral Tablet [Bromo Seltzer Antacid Pain Reliever],RxNorm,1537011
44818355,aspirin 325 MG / citric acid 1000 MG / sodium bicarbonate 1916 MG Effervescent Oral Tablet [Bromo Seltzer Antacid Pain Reliever],RxNorm,1537012
44818356,aspirin 500 MG / caffeine 60 MG Effervescent Oral Tablet,RxNorm,1537019
44818011,aspirin Effervescent Oral Tablet,RxNorm,1537020
44818016,aspirin / chlorpheniramine / dextromethorphan / phenylephrine Effervescent Oral Tablet,RxNorm,1537028
44818360,aspirin 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine bitartrate 7.8 MG Effervescent Oral Tablet,RxNorm,1537029
19017902,indomethacin 75 MG Extended Release Oral Capsule [Pardelprin MR],RxNorm,153763
19017989,diclofenac sodium 100 MG Extended Release Oral Tablet [Flexotard MR],RxNorm,153838
19018046,diclofenac sodium 25 MG Delayed Release Oral Tablet [Diclovol],RxNorm,153871
19018047,diclofenac sodium 50 MG Delayed Release Oral Tablet [Diclovol],RxNorm,153872
19018049,diclofenac sodium 100 MG Extended Release Oral Tablet [Diclovol Retard],RxNorm,153874
45776987,diphenhydramine / naproxen Oral Tablet,RxNorm,1550955
45776988,diphenhydramine hydrochloride 25 MG / naproxen sodium 220 MG Oral Tablet,RxNorm,1550957
45776990,diphenhydramine hydrochloride 25 MG / naproxen sodium 220 MG [Aleve PM],RxNorm,1550959
45776991,diphenhydramine / naproxen Oral Tablet [Aleve PM],RxNorm,1550960
45776992,diphenhydramine hydrochloride 25 MG / naproxen sodium 220 MG Oral Tablet [Aleve PM],RxNorm,1550963
45774493,ketoprofen 100 MG/ML Injectable Solution,RxNorm,1551477
45774495,ketoprofen 100 MG/ML [Ketofen],RxNorm,1551479
45774496,ketoprofen Injectable Solution [Ketofen],RxNorm,1551480
45774568,ketoprofen 100 MG/ML Injectable Solution [Ketofen],RxNorm,1551482
36248608,acetaminophen / aspirin / diphenhydramine Oral Product,RxNorm,1593106
36248609,acetaminophen / aspirin / diphenhydramine Pill,RxNorm,1593107
45775629,acetaminophen / aspirin / diphenhydramine Oral Tablet,RxNorm,1593108
36029686,acetaminophen / aspirin / diphenhydramine,RxNorm,1593109
45775630,acetaminophen 250 MG / aspirin 250 MG / diphenhydramine citrate 38 MG Oral Tablet,RxNorm,1593110
45775631,Excedrin PM Triple Action,RxNorm,1593111
45775632,acetaminophen 250 MG / aspirin 250 MG / diphenhydramine citrate 38 MG [Excedrin PM Triple Action],RxNorm,1593112
45775633,acetaminophen / aspirin / diphenhydramine Oral Tablet [Excedrin PM Triple Action],RxNorm,1593113
36248610,Excedrin PM Triple Action Oral Product,RxNorm,1593114
36248611,Excedrin PM Triple Action Pill,RxNorm,1593115
45775634,acetaminophen 250 MG / aspirin 250 MG / diphenhydramine citrate 38 MG Oral Tablet [Excedrin PM Triple Action],RxNorm,1593116
45775826,naproxen sodium 220 MG [Menstridol],RxNorm,1593656
45775827,naproxen Oral Tablet [Menstridol],RxNorm,1593657
45775828,naproxen sodium 220 MG Oral Tablet [Menstridol],RxNorm,1593660
45892517,chondroitin sulfates / glucosamine / ibuprofen Oral Tablet,RxNorm,1597117
45892518,chondroitin sulfates 200 MG / glucosamine sulfate 250 MG / ibuprofen 100 MG Oral Tablet,RxNorm,1597119
45892881,diclofenac sodium 37.5 MG/ML,RxNorm,1599786
45892882,1 ML diclofenac sodium 37.5 MG/ML Injection,RxNorm,1599787
45892050,Aspi-Cor,RxNorm,1600986
45892052,aspirin Delayed Release Oral Tablet [Aspi-Cor],RxNorm,1600988
36248726,Aspi-Cor Oral Product,RxNorm,1600989
36248727,Aspi-Cor Pill,RxNorm,1600990
46221210,diclofenac sodium 37.5 MG/ML [Dyloject],RxNorm,1607579
46221212,1 ML diclofenac sodium 37.5 MG/ML Injection [Dyloject],RxNorm,1607582
46221322,naproxen 200 MG,RxNorm,1608796
46221323,naproxen 200 MG Oral Tablet,RxNorm,1608797
46234375,meloxicam 1.5 MG/ML [Loxicom],RxNorm,1648915
46234376,meloxicam Oral Suspension [Loxicom],RxNorm,1648916
46234377,meloxicam 1.5 MG/ML Oral Suspension [Loxicom],RxNorm,1648919
46234388,meloxicam 1.5 MG/ML [Ostilox],RxNorm,1649010
46234389,meloxicam Oral Suspension [Ostilox],RxNorm,1649011
46234390,meloxicam 1.5 MG/ML Oral Suspension [Ostilox],RxNorm,1649014
19029393,aceclofenac,RxNorm,16689
35606609,{1 (aspirin 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine bitartrate 7.8 MG Effervescent Oral Tablet) / 1 (aspirin 500 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine bitartrate 7.8 MG Effervescent...,RxNorm,1730187
702571,{1 (aspirin 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine bitartrate 7.8 MG Effervescent Oral Tablet) / 1 (aspirin 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine bitartrate 7.8 MG Effervescent...,RxNorm,2565492
40163829,diclofenac 25 MG Oral Capsule,RxNorm,858342
40163830,diclofenac 25 MG Oral Capsule [Zipsor],RxNorm,858346
746948,oxaprozin Oral Capsule,RxNorm,2668161
746949,oxaprozin 300 MG Oral Capsule,RxNorm,2668162
746951,oxaprozin 300 MG [Coxanto],RxNorm,2668164
746954,oxaprozin Oral Capsule [Coxanto],RxNorm,2668167
746955,oxaprozin 300 MG Oral Capsule [Coxanto],RxNorm,2668168
747293,diclofenac 25 MG,RxNorm,2670401
747294,diclofenac 25 MG [Zipsor],RxNorm,2670403
747685,{1 (aspirin 325 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 10 MG / phenylephrine bitartrate 7.8 MG Effervescent Oral Tablet) / 1 (aspirin 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine bitartrate 7.8 MG Effervescen...,RxNorm,2664074
40224940,Ecpirin,RxNorm,1001473
40224187,aspirin 325 MG [Ecpirin],RxNorm,1001474
40224188,aspirin Delayed Release Oral Tablet [Ecpirin],RxNorm,1001475
40224186,aspirin 325 MG Delayed Release Oral Tablet [Ecpirin],RxNorm,1001476
36027130,aluminum hydroxide / aspirin / caffeine,RxNorm,1006995
36027140,aspirin / quinine,RxNorm,1007005
36027242,aspirin / pyridinolcarbamate,RxNorm,1007112
36027368,acetiamine / aspirin,RxNorm,1007240
36027462,aspirin / isosorbide,RxNorm,1007337
36027478,aspirin / chlorpheniramine / dextromethorphan,RxNorm,1007353
36027530,ascorbic acid / aspirin / cysteine,RxNorm,1007407
36027547,ascorbic acid / aspirin / diphenylpyraline,RxNorm,1007424
36027593,aspirin / chlormezanone,RxNorm,1007472
36027732,aspirin / chlorpheniramine / dextromethorphan / phenylpropanolamine,RxNorm,1007613
36028116,aspirin / caffeine / magnesium salicylate,RxNorm,1008006
36028183,aspirin / methylprednisolone,RxNorm,1008080
36028759,aspirin / lithium / quinine,RxNorm,1008684
36028861,aspirin / caffeine / magnesium carbonate / magnesium salicylate,RxNorm,1008791
36028897,aspirin / sulfur,RxNorm,1008832
36028939,aspirin / chlorpheniramine / pseudoephedrine,RxNorm,1008877
36029046,aspirin / nafronyl,RxNorm,1008988
36029093,aspirin / papaverine / phenobarbital,RxNorm,1009038
19029398,acemetacin,RxNorm,16695
46287318,ketorolac Injection,RxNorm,1665000
46287319,ketorolac tromethamine 15 MG/ML Injection,RxNorm,1665002
46287401,Durlaza,RxNorm,1665357
46287402,aspirin 162.5 MG [Durlaza],RxNorm,1665358
46287403,aspirin Extended Release Oral Capsule [Durlaza],RxNorm,1665359
36248448,Durlaza Oral Product,RxNorm,1665360
36248449,Durlaza Pill,RxNorm,1665361
46287422,2 ML ketorolac tromethamine 30 MG/ML Injection,RxNorm,1665459
46287423,ketorolac tromethamine 30 MG/ML Injection,RxNorm,1665460
46287424,1 ML ketorolac tromethamine 30 MG/ML Injection,RxNorm,1665461
46287459,ketorolac Cartridge,RxNorm,1665674
46287460,1 ML ketorolac tromethamine 15 MG/ML Cartridge,RxNorm,1665675
46287461,ketorolac tromethamine 15 MG/ML Cartridge,RxNorm,1665676
46287462,1 ML ketorolac tromethamine 30 MG/ML Cartridge,RxNorm,1665679
46287463,ketorolac tromethamine 30 MG/ML Cartridge,RxNorm,1665680
46287464,2 ML ketorolac tromethamine 30 MG/ML Cartridge,RxNorm,1665682
35605790,meloxicam 5 MG,RxNorm,1722348
35605791,meloxicam 5 MG Oral Capsule,RxNorm,1722349
35605793,meloxicam 5 MG [Vivlodex],RxNorm,1722351
35605794,meloxicam Oral Capsule [Vivlodex],RxNorm,1722352
35605795,meloxicam 5 MG Oral Capsule [Vivlodex],RxNorm,1722355
35605796,meloxicam 10 MG,RxNorm,1722356
35605797,meloxicam 10 MG Oral Capsule,RxNorm,1722357
35605798,meloxicam 10 MG [Vivlodex],RxNorm,1722358
35605799,meloxicam 10 MG Oral Capsule [Vivlodex],RxNorm,1722359
36248203,aspirin / calcium carbonate Oral Product,RxNorm,1722686
36248204,aspirin / calcium carbonate Pill,RxNorm,1722687
35605959,aspirin / calcium carbonate Oral Tablet,RxNorm,1722688
19030123,Alka-Seltzer,RxNorm,17315
19018431,alminoprofen,RxNorm,17387
35604183,ibuprofen Injection,RxNorm,1747293
35604184,2 ML ibuprofen 10 MG/ML Injection,RxNorm,1747294
35604185,ibuprofen 10 MG/ML Injection,RxNorm,1747295
35604404,meloxicam 1.5 MG/ML [EloxiOral],RxNorm,1788848
35604405,meloxicam Oral Suspension [EloxiOral],RxNorm,1788849
35604406,meloxicam 1.5 MG/ML Oral Suspension [EloxiOral],RxNorm,1788852
42628867,ibuprofen Injection [Caldolor],RxNorm,1791362
42628868,ibuprofen 100 MG/ML Injection,RxNorm,1791364
42628869,ibuprofen 100 MG/ML Injection [Caldolor],RxNorm,1791365
42628870,ibuprofen Injection [Neoprofen],RxNorm,1791366
42628871,ibuprofen 10 MG/ML Injection [Neoprofen],RxNorm,1791368
19032724,bufexamac,RxNorm,1796
36249249,fenoprofen 400 MG [Fenortho],RxNorm,1799319
36249250,fenoprofen Oral Capsule [Fenortho],RxNorm,1799320
36249253,fenoprofen 400 MG Oral Capsule [Fenortho],RxNorm,1799323
36249254,fenoprofen 200 MG [Fenortho],RxNorm,1799324
36249255,fenoprofen 200 MG Oral Capsule [Fenortho],RxNorm,1799325
40220405,diclofenac / misoprostol Delayed Release Oral Tablet,RxNorm,1808539
40220406,diclofenac / misoprostol Delayed Release Oral Tablet [Arthrotec],RxNorm,1808541
40220677,diclofenac sodium 30 MG/ML,RxNorm,1810278
40220767,esomeprazole strontium 24.65 MG,RxNorm,1810788
1718968,aspirin / omeprazole Oral Product,RxNorm,1811627
1718969,aspirin / omeprazole Pill,RxNorm,1811628
1718970,aspirin / omeprazole Delayed Release Oral Tablet,RxNorm,1811629
36029784,aspirin / omeprazole,RxNorm,1811630
1718972,aspirin 325 MG / omeprazole 40 MG Delayed Release Oral Tablet,RxNorm,1811632
1718999,Yosprala,RxNorm,1811911
1719000,aspirin 325 MG / omeprazole 40 MG [Yosprala],RxNorm,1811912
1719001,aspirin / omeprazole Delayed Release Oral Tablet [Yosprala],RxNorm,1811913
1719002,Yosprala Oral Product,RxNorm,1811914
1719003,Yosprala Pill,RxNorm,1811915
1718069,diclofenac Injection,RxNorm,1812338
1718070,diclofenac Injection [Dyloject],RxNorm,1812340
1718071,diclofenac sodium 37.5 MG/ML Injection,RxNorm,1812342
1718072,diclofenac sodium 37.5 MG/ML Injection [Dyloject],RxNorm,1812343
1236607,sulindac,RxNorm,10237
1036636,suprofen,RxNorm,10255
19001950,etodolac 200 MG Oral Tablet [Ramodar],RxNorm,103148
19001971,indomethacin 25 MG Oral Capsule [Indoflex],RxNorm,103150
19001972,indomethacin 25 MG Oral Capsule [Indolar],RxNorm,103151
19001973,indomethacin 50 MG Oral Capsule [Indolar],RxNorm,103152
19001974,indomethacin 100 MG Rectal Suppository [Indolar],RxNorm,103153
19001975,indomethacin 25 MG Oral Capsule [Mobilan],RxNorm,103154
19001976,indomethacin 50 MG Oral Capsule [Mobilan],RxNorm,103155
19001977,indomethacin 75 MG Extended Release Oral Capsule [Slo-Indo],RxNorm,103156
19001978,phenylbutazone 200 MG Oral Tablet [Butacote],RxNorm,103157
19001979,phenylbutazone 100 MG Oral Tablet [Butazolidin],RxNorm,103158
19001980,phenylbutazone 200 MG Oral Tablet [Butazolidin],RxNorm,103159
19002011,tolmetin 400 MG Oral Capsule [Tolectin DS],RxNorm,103161
19002424,bufexamac 50 MG/ML Topical Cream [Jomax],RxNorm,103485
19002674,ibuprofen 50 MG/ML Topical Cream [Proflex],RxNorm,103773
19002860,naproxen 500 MG Oral Tablet [Timpron],RxNorm,103842
19002900,aspirin 150 MG Rectal Suppository,RxNorm,103863
19002982,tenoxicam 10 MG/ML Injectable Solution,RxNorm,103894
19002983,tenoxicam 10 MG/ML Injectable Solution [Mobiflex],RxNorm,103895
19002990,ketoprofen 150 MG Extended Release Oral Capsule,RxNorm,103903
19003022,naproxen 250 MG Oral Tablet [Timpron],RxNorm,103907
19003152,ibuprofen 50 MG/ML Topical Cream [Proflex Pain Relief],RxNorm,103972
40228940,diclofenac sodium 10 MG/ML,RxNorm,1043478
19005998,fenoprofen 200 MG Oral Tablet [Progesic],RxNorm,104910
19005999,naproxen 250 MG Oral Tablet [Synflex],RxNorm,104911
40234762,Pamprin Max Formula,RxNorm,1052413
40233253,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG [Pamprin Max Formula],RxNorm,1052414
40233289,acetaminophen / aspirin / caffeine Oral Tablet [Pamprin Max Formula],RxNorm,1052415
40233252,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Pamprin Max Formula],RxNorm,1052416
40233361,aspirin Delayed Release Oral Tablet [Miniprin],RxNorm,1052677
36029261,aspirin / dextromethorphan / phenylephrine,RxNorm,1053102
36029262,aspirin / dextromethorphan / doxylamine / phenylephrine,RxNorm,1053120
40233913,Stanback Headache Powder Reformulated Jan 2011,RxNorm,1053324
40233425,aspirin 845 MG / caffeine 65 MG [Stanback Headache Powder Reformulated Jan 2011],RxNorm,1053325
40233381,aspirin / caffeine Oral Powder [Stanback Headache Powder Reformulated Jan 2011],RxNorm,1053326
40233424,aspirin 845 MG / caffeine 65 MG Oral Powder [Stanback Headache Powder Reformulated Jan 2011],RxNorm,1053327
19018512,clofezone,RxNorm,183877
1718407,aspirin / dipyridamole Extended Release Oral Capsule,RxNorm,1856538
1718419,diclofenac Powder for Oral Solution,RxNorm,1856554
